year,cc,ex.rate
2020,BWP,0.0872885022392161
2021,BWP,0.0901931713703951
2022,BWP,0.0808472435189525
2023,BWP,0.0769005620454453
2024,BWP,0.0751444492774967
2025,BWP,0.0741152117938103
2026,BWP,0.0734985592785076
2027,BWP,0.0726018845732382
2028,BWP,0.0717081039811839
1994,BYN,2614.5
1995,BYN,877.666666666667
1996,BYN,762.842105263158
1997,BYN,380.837837837838
1998,BYN,217.357142857143
1999,BYN,40.1754966887417
2000,BYN,11.4006342494715
2001,BYN,7.19481981981982
2002,BYN,5.58342582315945
2003,BYN,4.8717270563343
2004,BYN,4.62913522925131
2005,BYN,4.64313317479192
2006,BYN,4.66312835529527
2007,BYN,4.65959988056136
2008,BYN,4.68047998807483
2009,BYN,3.57906960377226
2010,BYN,3.35660233472165
2011,BYN,1.9973311635476
2012,BYN,1.19917095796355
2013,BYN,1.12564672203253
2014,BYN,0.977128035840604
2015,BYN,0.626504282059838
2016,BYN,0.502406555098
2017,BYN,0.517484964254643
2018,BYN,0.490606605624591
2019,BYN,0.478089837603539
2020,BYN,0.409508352201762
2021,BYN,0.393911742793945
2022,BYN,0.380589839790149
2023,BYN,0.331563109367101
2024,BYN,0.292963021854738
2025,BYN,0.278269875673938
2026,BYN,0.268897057083586
2027,BYN,0.261069170310838
2028,BYN,0.256291693256198
1980,BZD,0.501089324618736
1981,BZD,0.5
1982,BZD,0.5
1983,BZD,0.5
1984,BZD,0.5
1985,BZD,0.5
1986,BZD,0.5
1987,BZD,0.49929676511955
1988,BZD,0.5
1989,BZD,0.499484004127967
1990,BZD,0.499545040946315
1991,BZD,0.5
1992,BZD,0.499639509733237
1993,BZD,0.5
1994,BZD,0.500324044069994
1995,BZD,0.500305436774588
1996,BZD,0.499706400469759
1997,BZD,0.5
1998,BZD,0.5
1999,BZD,0.5
2000,BZD,0.5
2001,BZD,0.5
2002,BZD,0.5
2003,BZD,0.5
2004,BZD,0.500179920834833
2005,BZD,0.500171057133082
2006,BZD,0.5
2007,BZD,0.5
2008,BZD,0.5
2009,BZD,0.500148765248438
2010,BZD,0.500143802128272
2011,BZD,0.500137400384721
2012,BZD,0.5
2013,BZD,0.500123183050012
2014,BZD,0.5
2015,BZD,0.499886903415517
2016,BZD,0.499889307062209
2017,BZD,0.5
2018,BZD,0.5
2019,BZD,0.500103455410718
2020,BZD,0.5
2021,BZD,0.500100341159944
2022,BZD,0.5
2023,BZD,0.5
2024,BZD,0.500074194984419
2025,BZD,0.5
2026,BZD,0.499931119988979
2027,BZD,0.500066374618346
2028,BZD,0.5
1980,CAD,0.855264543871715
1981,CAD,0.834096178174493
1982,CAD,0.810547141668449
1983,CAD,0.811417083614199
1984,CAD,0.772161926984801
1985,CAD,0.73232845426347
1986,CAD,0.719698839792644
1987,CAD,0.754157844885224
1988,CAD,0.812545661627006
1989,CAD,0.84461396202085
1990,CAD,0.857064188261412
1991,CAD,0.872809298733351
1992,CAD,0.82731934368545
1993,CAD,0.775140990339167
1994,CAD,0.732239271085342
1995,CAD,0.728626381488683
1996,CAD,0.733395050672572
1997,CAD,0.72223092071459
1998,CAD,0.674079366496978
1999,CAD,0.673079479725775
2000,CAD,0.67322230961874
2001,CAD,0.645646285844095
2002,CAD,0.636806038418685
2003,CAD,0.713766885833832
2004,CAD,0.768471173066413
2005,CAD,0.825491175374053
2006,CAD,0.881571562207671
2007,CAD,0.931062459592054
2008,CAD,0.937128856273838
2009,CAD,0.876015859176621
2010,CAD,0.970769184598301
2011,CAD,1.01086209034644
2012,CAD,1.00063485113835
2013,CAD,0.970745170193192
2014,CAD,0.90518321720387
2015,CAD,0.781992926187175
2016,CAD,0.754366736771429
2017,CAD,0.770456498990956
2018,CAD,0.771711515064768
2019,CAD,0.753699925655699
2020,CAD,0.745628326273488
2021,CAD,0.797527115658944
2022,CAD,0.768310782886817
2023,CAD,0.744975886365155
2024,CAD,0.754677607492263
2025,CAD,0.763884177642525
2026,CAD,0.770157123470163
2027,CAD,0.775255412034745
2028,CAD,0.780479906551514
1993,CDF,47450
1994,CDF,83.8631921824104
1995,CDF,14.2326507394767
1996,CDF,2.49992211838006
1997,CDF,0.83335261118501
1998,CDF,0.476189400952876
1999,CDF,0.0833318825946172
2000,CDF,0.0144843137850396
2001,CDF,0.00324720138384735
2002,CDF,0.00288181580834603
2003,CDF,0.00249002966949562
2004,CDF,0.00249779391923921
2005,CDF,0.0021285674841236
2006,CDF,0.00212430266796307
2007,CDF,0.00193987007731109
2008,CDF,0.00176624198411356
2009,CDF,0.0012247219455102
2010,CDF,0.00110257936449181
2011,CDF,0.00108811928352088
2012,CDF,0.0010888620641963
2013,CDF,0.00108799351716937
2014,CDF,0.00108087345734939
2015,CDF,0.00107984402312761
2016,CDF,0.000976616439188664
2017,CDF,0.00068217807404539
2018,CDF,0.000616330388089146
2019,CDF,0.000606860863096835
2020,CDF,0.000540102382928564
2021,CDF,0.000502472658415882
2022,CDF,0.000497548297936919
2023,CDF,0.000420526701097218
2024,CDF,0.000400496798337244
2025,CDF,0.000394643629836729
2026,CDF,0.000389256130925317
2027,CDF,0.000383942078141091
2028,CDF,0.000378699052825972
1980,CHF,0.596763426031956
1981,CHF,0.509103374377974
1982,CHF,0.492544799794221
1983,CHF,0.476384012513104
1984,CHF,0.425586543062434
1985,CHF,0.40697951623847
1986,CHF,0.555889866194205
1987,CHF,0.670605473684211
1988,CHF,0.683387489845654
1989,CHF,0.611273620093159
1990,CHF,0.719861285571967
1991,CHF,0.697354231259786
1992,CHF,0.711127605113254
1993,CHF,0.676764836870927
1994,CHF,0.73115831577721
1995,CHF,0.845687234674614
1996,CHF,0.80905516960903
1997,CHF,0.689031060662727
1998,CHF,0.689743665579932
1999,CHF,0.665711152882206
2000,CHF,0.592120721171586
2001,CHF,0.592553171701557
2002,CHF,0.641598056529778
2003,CHF,0.742581707319574
2004,CHF,0.804184552565102
2005,CHF,0.803099053685937
2006,CHF,0.797547230793954
2007,CHF,0.833080172500115
2008,CHF,0.923285377873175
2009,CHF,0.918998622566673
2010,CHF,0.958860211606284
2011,CHF,1.12607326778474
2012,CHF,1.06645629114481
2013,CHF,1.07886184821385
2014,CHF,1.09152311733721
2015,CHF,1.03908869418334
2016,CHF,1.01482195355207
2017,CHF,1.01554659157957
2018,CHF,1.02260853392548
2019,CHF,1.00633074629196
2020,CHF,1.06500313295814
2021,CHF,1.09427621219489
2022,CHF,1.04730506127943
2023,CHF,1.12148037529455
2024,CHF,1.16990361529379
2025,CHF,1.19370751249521
2026,CHF,1.22034131292577
2027,CHF,1.23822276911199
2028,CHF,1.26398442955413
1980,CLP,0.0256407538904492
1981,CLP,0.0256407578696106
1982,CLP,0.0196428571428571
1983,CLP,0.012692422588964
1984,CLP,0.010154784475408
1985,CLP,0.00621667400778517
1986,CLP,0.00518326977611008
1987,CLP,0.00455769071481819
1988,CLP,0.00408148177277911
1989,CLP,0.00374596283489514
1990,CLP,0.0032797062071729
1991,CLP,0.00286353638395899
1992,CLP,0.00275802349442766
1993,CLP,0.00247423652520019
1994,CLP,0.00237994551328734
1995,CLP,0.00252032232814006
1996,CLP,0.00242561398981165
1997,CLP,0.00238490065510353
1998,CLP,0.00217256175013155
1999,CLP,0.00196548365676264
2000,CLP,0.00185360522069983
2001,CLP,0.00157495036782315
2002,CLP,0.00145150752772721
2003,CLP,0.00144634871999235
2004,CLP,0.00164060461228485
2005,CLP,0.00178645655178175
2006,CLP,0.00188581340964847
2007,CLP,0.00191399728569863
2008,CLP,0.00191401419368145
2009,CLP,0.00178694316781376
2010,CLP,0.00195982284187266
2011,CLP,0.00206753721731588
2012,CLP,0.00205553613705082
2013,CLP,0.00201893260021416
2014,CLP,0.00175323919108782
2015,CLP,0.00152887760846637
2016,CLP,0.00147724029238581
2017,CLP,0.00154118249285573
2018,CLP,0.00155952280591213
2019,CLP,0.00142197102939772
2020,CLP,0.00126236106139685
2021,CLP,0.00131740676212531
2022,CLP,0.00114522697755952
2023,CLP,0.0012238058813609
2024,CLP,0.00120029202241096
2025,CLP,0.0011941167516993
2026,CLP,0.00118455384890796
2027,CLP,0.00117365970538602
2028,CLP,0.00116359385488185
1980,CNY,0.667333256983782
1981,CNY,0.586595822496749
1982,CNY,0.5283774450831
1983,CNY,0.506159029403917
1984,CNY,0.431034246255902
1985,CNY,0.340503157635857
1986,CNY,0.289616276719633
1987,CNY,0.268673553041482
1988,CNY,0.268671641300418
1989,CNY,0.26560389553926
1990,CNY,0.209069391068727
1991,CNY,0.187846180422963
1992,CNY,0.181334767854445
1993,CNY,0.173553238138071
1994,CNY,0.116026134934095
1995,CNY,0.119736480023063
1996,CNY,0.120275364648491
1997,CNY,0.120629773924081
1998,CNY,0.120787868495167
1999,CNY,0.120800132304643
2000,CNY,0.12079579955711
2001,CNY,0.120814324693537
2002,CNY,0.120816769927806
2003,CNY,0.120816614617778
2004,CNY,0.120817002942569
2005,CNY,0.122031893209704
2006,CNY,0.125418094468289
2007,CNY,0.131447981030642
2008,CNY,0.143909030658891
2009,CNY,0.146382442356586
2010,CNY,0.14770502421755
2011,CNY,0.154762777744613
2012,CNY,0.15842203888803
2013,CNY,0.161398822325015
2014,CNY,0.162775849588894
2015,CNY,0.160578112472343
2016,CNY,0.150498572013612
2017,CNY,0.147956387032397
2018,CNY,0.151148705527115
2019,CNY,0.144750968095153
2020,CNY,0.144911743863567
2021,CNY,0.15506483158004
2022,CNY,0.148432179794974
2023,CNY,0.141246975014681
2024,CNY,0.139699507725093
2025,CNY,0.140510636266699
2026,CNY,0.140909324786639
2027,CNY,0.140898900224954
2028,CNY,0.141232062482502
1980,COU,0.0211512394814646
1981,COU,0.0183523760532665
1982,COU,0.0156040485620357
1983,COU,0.0126810017803261
1984,COU,0.00991896386991755
1985,COU,0.00702687456607267
1986,COU,0.00514775674500256
1987,COU,0.00412192564905678
1988,COU,0.0033425133260922
1989,COU,0.0026138998999037
1990,COU,0.0019910162630495
1991,COU,0.00159449649166201
1992,COU,0.00146974988598449
1993,COU,0.00127169852689726
1994,COU,0.00120986173893546
1995,COU,0.00109542016800062
1996,COU,0.000964667565572142
1997,COU,0.000876331354845805
1998,COU,0.00070105397189579
1999,COU,0.000569252190554538
2000,COU,0.000478945133836386
2001,COU,0.000434803526324933
2002,COU,0.000399254419960875
2003,COU,0.000347520271892721
2004,COU,0.00038046264089756
2005,COU,0.000430825723906521
2006,COU,0.000423981404807078
2007,COU,0.000481276808259394
2008,COU,0.000508869928696433
2009,COU,0.000463478968208081
2010,COU,0.00052659352535837
2011,COU,0.000541120443020696
2012,COU,0.000556170368547714
2013,COU,0.000535075963494951
2014,COU,0.000499724080256599
2015,COU,0.000364726672159445
2016,COU,0.000327304027293955
2017,COU,0.000338837399548709
2018,COU,0.000338253739910568
2019,COU,0.000304749317968281
2020,COU,0.000270762652832749
2021,COU,0.000267076979837915
2022,COU,0.000234951679359353
2023,COU,0.00022416490325273
2024,COU,0.000217129832592393
2025,COU,0.00021413225005595
2026,COU,0.000211593149058425
2027,COU,0.000209497928463396
2028,COU,0.000207423858738978
1980,CRC,0.116682692307692
1981,CRC,0.0459457575123754
1982,CRC,0.026734310563064
1983,CRC,0.0243374922069226
1984,CRC,0.0224570915685161
1985,CRC,0.0198187596805665
1986,CRC,0.0178614676677162
1987,CRC,0.0159301508012299
1988,CRC,0.013193317965793
1989,CRC,0.0122687630282579
1990,CRC,0.0109211703565514
1991,CRC,0.00816875510760011
1992,CRC,0.00743628029724286
1993,CRC,0.00703606109761379
1994,CRC,0.00636804623800186
1995,CRC,0.00556672083697941
1996,CRC,0.00481628210889093
1997,CRC,0.00430037898410448
1998,CRC,0.00388924405802043
1999,CRC,0.00350143529625546
2000,CRC,0.00324526426124637
2001,CRC,0.0030412497692274
2002,CRC,0.00278003617533807
2003,CRC,0.00250916410575175
2004,CRC,0.00228400984522965
2005,CRC,0.00209344869280841
2006,CRC,0.00195611590828463
2007,CRC,0.00193569754590847
2008,CRC,0.00190030464594317
2009,CRC,0.00174434008561144
2010,CRC,0.00190162513805417
2011,CRC,0.00197756795490838
2012,CRC,0.00198843339773257
2013,CRC,0.00200090641465093
2014,CRC,0.00185766176106635
2015,CRC,0.00187067975786758
2016,CRC,0.00183573956936377
2017,CRC,0.00176210158209742
2018,CRC,0.00173323574360706
2019,CRC,0.00170257307607419
2020,CRC,0.00170931833594783
2021,CRC,0.00161070258392992
2022,CRC,0.00154509353202104
2023,CRC,0.00182987995782233
2024,CRC,0.00185063425181236
2025,CRC,0.0018398072231529
2026,CRC,0.00182480979524481
2027,CRC,0.0018109554305494
2028,CRC,0.00179319565765458
1980,CVE,0.0249562867588619
1981,CVE,0.0205964959208239
1982,CVE,0.0171726124529138
1983,CVE,0.0139054066416613
1984,CVE,0.0117504051863857
1985,CVE,0.0109368254425097
1986,CVE,0.0124799429488322
1987,CVE,0.0138011571739477
1988,CVE,0.0138704161124834
1989,CVE,0.0128054868255415
1990,CVE,0.0142742852330624
1991,CVE,0.0139840747930119
1992,CVE,0.0147168405365127
1993,CVE,0.0124332260785355
1994,CVE,0.01222273756582
1995,CVE,0.0130049739172631
1996,CVE,0.012116298941741
1997,CVE,0.0107372942018611
1998,CVE,0.0101955777789599
1999,CVE,0.0097331891379387
2000,CVE,0.00863388907791766
2001,CVE,0.00812150617023521
2002,CVE,0.00853015075376885
2003,CVE,0.0102247495261305
2004,CVE,0.011271803698495
2005,CVE,0.0112828158684746
2006,CVE,0.011370604147881
2007,CVE,0.0124075076700957
2008,CVE,0.0132764343290659
2009,CVE,0.0124922429377007
2010,CVE,0.012009502313063
2011,CVE,0.0126151665485471
2012,CVE,0.0115844611984134
2013,CVE,0.0120381851946341
2014,CVE,0.012043573909915
2015,CVE,0.0100626182357643
2016,CVE,0.0100595438227351
2017,CVE,0.010061701528457
2018,CVE,0.0100637907430602
2019,CVE,0.0100640108985434
2020,CVE,0.0103524594699275
2021,CVE,0.010732736665939
2022,CVE,0.0095565796719791
2023,CVE,0.00991852909511556
2024,CVE,0.0100388345333037
2025,CVE,0.0100808897876643
2026,CVE,0.0101041057803194
2027,CVE,0.0100654074065313
2028,CVE,0.0100275390597971
1995,CZK,0.037673760109252
1996,CZK,0.0368389403365295
1997,CZK,0.0315425515722824
1998,CZK,0.0309660487243928
1999,CZK,0.0289274649575229
2000,CZK,0.02590758038629
2001,CZK,0.0262914238522292
2002,CZK,0.0305405465666783
2003,CZK,0.0354619348669181
2004,CZK,0.0389109544331176
2005,CZK,0.041740625760896
2006,CZK,0.0442563893420337
2007,CZK,0.049225682919941
2008,CZK,0.058654269502283
2009,CZK,0.0524889235064436
2010,CZK,0.0523608331851525
2011,CZK,0.0565103192264519
2012,CZK,0.0510791384501004
2013,CZK,0.0510972021405761
2014,CZK,0.0481753521240194
2015,CZK,0.0406524436911129
2016,CZK,0.0409166810857914
2017,CZK,0.0427783452102827
2018,CZK,0.0460195979862348
2019,CZK,0.0436066649399983
2020,CZK,0.04308449798831
2021,CZK,0.0461293036839141
2022,CZK,0.0428137963556518
2023,CZK,0.0455708058011046
2024,CZK,0.0453586202105556
2025,CZK,0.0455069888100212
2026,CZK,0.0455865018462469
2027,CZK,0.04541538494749
2028,CZK,0.0452360075839318
1991,DJF,0.00563053308154744
1992,DJF,0.00563068724548791
1993,DJF,0.00562971112276208
1994,DJF,0.00562941962394499
1995,DJF,0.00562552814776065
1996,DJF,0.00562731599730797
1997,DJF,0.00562590145906878
1998,DJF,0.00562370993496125
1999,DJF,0.00562368021338866
2000,DJF,0.00562765259873612
2001,DJF,0.00562530346119165
2002,DJF,0.00562375279675878
2003,DJF,0.00562977525579733
2004,DJF,0.00562780713937842
2005,DJF,0.00562861324758552
2006,DJF,0.00562582043214635
2007,DJF,0.0056277465387705
2008,DJF,0.0056282962389786
2009,DJF,0.00562762191536467
2010,DJF,0.00562819638906001
2011,DJF,0.00562595180434621
2012,DJF,0.00562542538395526
2013,DJF,0.0056255848516541
2014,DJF,0.00562771440299604
2015,DJF,0.00562589210077402
2016,DJF,0.00562689678262466
2017,DJF,0.00562764655202263
2018,DJF,0.00562589805787742
2019,DJF,0.00562706529144519
2020,DJF,0.00562653250139559
2021,DJF,0.0056270898007751
2022,DJF,0.00562660946843752
2023,DJF,0.00562686599690544
2024,DJF,0.00562731121710703
2025,DJF,0.00562637918152972
2026,DJF,0.00562668855334937
2027,DJF,0.00562644310619016
2028,DJF,0.00562670773510855
1980,DKK,0.177432914158561
1981,DKK,0.140382638997597
1982,DKK,0.120013746960571
1983,DKK,0.109349671923938
1984,DKK,0.0965564448016676
1985,DKK,0.0943709955810192
1986,DKK,0.123594496558595
1987,DKK,0.146191946575952
1988,DKK,0.148554208813078
1989,DKK,0.136796092166078
1990,DKK,0.161588298617158
1991,DKK,0.156336919502645
1992,DKK,0.165669030297449
1993,DKK,0.154227510754298
1994,DKK,0.157219413925683
1995,DKK,0.178496449521457
1996,DKK,0.17245363136707
1997,DKK,0.1514130159755
1998,DKK,0.149234816482432
1999,DKK,0.143343643275984
2000,DKK,0.123714494577628
2001,DKK,0.120151217982837
2002,DKK,0.126667233933928
2003,DKK,0.151798851574735
2004,DKK,0.16691567065073
2005,DKK,0.166753048588255
2006,DKK,0.168158310843746
2007,DKK,0.183698421370446
2008,DKK,0.196150366089915
2009,DKK,0.186537099190542
2010,DKK,0.177806430949843
2011,DKK,0.186264721011452
2012,DKK,0.172637994722955
2013,DKK,0.178052319555574
2014,DKK,0.178174513040274
2015,DKK,0.148634327918443
2016,DKK,0.148550391164289
2017,DKK,0.151448726834963
2018,DKK,0.158362327587737
2019,DKK,0.14993725551286
2020,DKK,0.152855130099832
2021,DKK,0.159055284814221
2022,DKK,0.141319818772416
2023,DKK,0.145977804990582
2024,DKK,0.145265420101122
2025,DKK,0.146024907022035
2026,DKK,0.146932302008629
2027,DKK,0.147611834981812
2028,DKK,0.148312549950637
1980,DOP,1
1981,DOP,1
1982,DOP,0.862114495897388
1983,DOP,0.800016911889058
1984,DOP,1
1985,DOP,0.32257423775946
1986,DOP,0.346020609515457
1987,DOP,0.289030416927681
1988,DOP,0.180504129877528
1989,DOP,0.157970241489029
1990,DOP,0.103369362846504
1991,DOP,0.0800229862729863
1992,DOP,0.0799975183880552
1993,DOP,0.0799997553711326
1994,DOP,0.0792611314668586
1995,DOP,0.0776983322669681
1996,DOP,0.0775430393198725
1997,DOP,0.071396724960141
1998,DOP,0.0680121387482779
1999,DOP,0.0631547415268744
2000,DOP,0.0617996811618523
2001,DOP,0.0599130860083451
2002,DOP,0.0570743355046813
2003,DOP,0.034231026819448
2004,DOP,0.024045257135531
2005,DOP,0.0331791960865753
2006,DOP,0.0301236721103536
2007,DOP,0.0302155757600691
2008,DOP,0.0290110974699694
2009,DOP,0.0278328840349301
2010,DOP,0.0271888866478419
2011,DOP,0.0262816655430932
2012,DOP,0.0254595518897578
2013,DOP,0.0239555380815873
2014,DOP,0.0229909730078922
2015,DOP,0.0222275600032443
2016,DOP,0.0217294804848464
2017,DOP,0.0210594688980871
2018,DOP,0.0202155411546679
2019,DOP,0.0195149750999509
2020,DOP,0.0177090018085293
2021,DOP,0.0175158686448928
2022,DOP,0.0181889479535377
2023,DOP,0.017902604158164
2024,DOP,0.0173837115276677
2025,DOP,0.0170917068933548
2026,DOP,0.0168174890943929
2027,DOP,0.0165125251306376
2028,DOP,0.0162011888239469
1980,DZD,0.260590769230769
1981,DZD,0.231707571801567
1982,DZD,0.215703275529865
1983,DZD,0.203376123234917
1984,DZD,0.195198938992042
1985,DZD,0.209643347050754
1986,DZD,0.207467970330411
1987,DZD,0.20243044451551
1988,DZD,0.148587863100374
1989,DZD,0.124532334382989
1990,DZD,0.111637806637807
1991,DZD,0.0541332417773613
1992,DZD,0.0457960361030985
1993,DZD,0.0428361295094644
1994,DZD,0.0285235982250908
1995,DZD,0.0209806532700911
1996,DZD,0.0182649805447471
1997,DZD,0.0173289691389109
1998,DZD,0.0170246141127508
1999,DZD,0.0150375592635921
2000,DZD,0.0132773129622893
2001,DZD,0.0129509592865085
2002,DZD,0.0125499690457239
2003,DZD,0.0129208156426708
2004,DZD,0.0138771527540616
2005,DZD,0.0136469188045491
2006,DZD,0.0137652264739509
2007,DZD,0.0144315821099147
2008,DZD,0.0154840316198376
2009,DZD,0.01376510704723
2010,DZD,0.0134433718381929
2011,DZD,0.0137103297004593
2012,DZD,0.0128972337380318
2013,DZD,0.0125994870223872
2014,DZD,0.0124101784242481
2015,DZD,0.00993131566492288
2016,DZD,0.00913717698377354
2017,DZD,0.00901704915561728
2018,DZD,0.00857469291686076
2019,DZD,0.00837421098330748
2020,DZD,0.00788314057011728
2021,DZD,0.00738873062098889
2022,DZD,0.00704472566525093
2023,DZD,0.00736663874816415
2024,DZD,0.0071868720736831
2025,DZD,0.00684464515965046
2026,DZD,0.00651870859024932
2027,DZD,0.00620830709105311
2028,DZD,0.00591266487939517
1980,EGP,1.42858010445767
1981,EGP,1.42857142857143
1982,EGP,1.42859151628779
1983,EGP,1.42856047242887
1984,EGP,1.42855194052247
1985,EGP,1.42855889321127
1986,EGP,1.42857897656725
1987,EGP,1.42857934294842
1988,EGP,1.42857142857143
1989,EGP,1.42857850482335
1990,EGP,0.950913931140954
1991,EGP,0.414209229927132
1992,EGP,0.301982770408861
1993,EGP,0.299850456199408
1994,EGP,0.296454501978175
1995,EGP,0.294870420184521
1996,EGP,0.294839744785642
1997,EGP,0.294989646501997
1998,EGP,0.295138222466363
1999,EGP,0.293843566229895
2000,EGP,0.292924914780751
2001,EGP,0.271163207517154
2002,EGP,0.226556460276503
2003,EGP,0.19399714344941
2004,EGP,0.162371320899661
2005,EGP,0.166237504856769
2006,EGP,0.173829902216638
2007,EGP,0.175007246478594
2008,EGP,0.181390764838885
2009,EGP,0.180970023269608
2010,EGP,0.181305420466458
2011,EGP,0.171831474390988
2012,EGP,0.166458651291617
2013,EGP,0.154809292826142
2014,EGP,0.143458519179304
2015,EGP,0.13587883727248
2016,EGP,0.122714829428402
2017,EGP,0.0675144287316393
2018,EGP,0.0563962110496764
2019,EGP,0.0568073624017155
2020,EGP,0.0621729025127588
2021,EGP,0.0635289880085846
2022,EGP,0.0605968759961747
2023,EGP,0.0387796957951358
2024,EGP,0.025248480469428
2025,EGP,0.0229583298010724
2026,EGP,0.0216642829488688
2027,EGP,0.0208828595521559
2028,EGP,0.0204245013437786
1992,ERN,0.357311320754717
1993,ERN,0.19120654396728
1994,ERN,0.162172284644195
1995,ERN,0.158256880733945
1996,ERN,0.157208797176215
1997,ERN,0.143547607539874
1998,ERN,0.135762307525483
1999,ERN,0.122603833865815
2000,ERN,0.103952869631319
2001,ERN,0.0883826879271071
2002,ERN,0.0715917745620716
2003,ERN,0.0720017117791805
2004,ERN,0.0725029575798547
2005,ERN,0.0650642988364972
2006,ERN,0.0650197765595726
2007,ERN,0.0650427241423288
2008,ERN,0.0650641477513041
2009,ERN,0.0650581861958266
2010,ERN,0.065059945169606
2011,ERN,0.0650414186273584
2012,ERN,0.0650436989817993
2013,ERN,0.0650411905394632
2014,ERN,0.065034965034965
2015,ERN,0.0651310050722062
2016,ERN,0.0663250014985314
2017,ERN,0.0663368406382831
2018,ERN,0.0663469489002811
2019,ERN,0.0663408756192261
1980,ETB,0.483090207365736
1981,ETB,0.483105954354201
1982,ETB,0.483065737655256
1983,ETB,0.483076252248324
1984,ETB,0.48309875403784
1985,ETB,0.483105112796769
1986,ETB,0.483095452605624
1987,ETB,0.483076786585636
1988,ETB,0.483090753424658
1989,ETB,0.483092573753815
1990,ETB,0.483103831843811
1991,ETB,0.483091117200236
1992,ETB,0.48310322156476
1993,ETB,0.234303726103224
1994,ETB,0.196274760537554
1995,ETB,0.159089075359045
1996,ETB,0.157401109718991
1997,ETB,0.148961537132391
1998,ETB,0.140418650615398
1999,ETB,0.12566889632107
2000,ETB,0.12166309140746
2001,ETB,0.118198792193016
2002,ETB,0.116719101793729
2003,ETB,0.116282841388258
2004,ETB,0.115791159513133
2005,ETB,0.115389989659894
2006,ETB,0.115399980402355
2007,ETB,0.111536841376365
2008,ETB,0.104944169701719
2009,ETB,0.0849266459128756
2010,ETB,0.0696657278406397
2011,ETB,0.0591753886297054
2012,ETB,0.0564960940740721
2013,ETB,0.0536888597692293
2014,ETB,0.0510590763835864
2015,ETB,0.0486001109433265
2016,ETB,0.0459919647981634
2017,ETB,0.041925697979583
2018,ETB,0.0364557387778848
2019,ETB,0.0344171699340333
2020,ETB,0.0286309955991524
2021,ETB,0.0228657181225368
2022,ETB,0.0195482286757374
2023,ETB,0.018330356785705
2024,ETB,0.0169809552024974
2025,ETB,0.015599646300074
2026,ETB,0.0141930900636168
2027,ETB,0.0129421685234225
2028,ETB,0.0119024136932403
1980,EUR,1.5544259246962
1981,EUR,1.21367099032324
1982,EUR,1.00345740278401
1983,EUR,0.864701957842438
1984,EUR,0.75292278969775
1985,EUR,0.73587052207436
1986,EUR,0.948737779218165
1987,EUR,1.09244809768418
1988,EUR,1.10339758866858
1989,EUR,1.02914290241606
1990,EUR,1.20775473399459
1991,EUR,1.16660102041751
1992,EUR,1.24174609630586
1993,EUR,1.15945785031345
1994,EUR,1.18373210607948
1995,EUR,1.31508614674908
1996,EUR,1.28250297459813
1997,EUR,1.12514116864432
1998,EUR,1.1133811672461
1999,EUR,1.06683083511777
2000,EUR,0.924015447148973
2001,EUR,0.895637758418931
2002,EUR,0.944905940812304
2003,EUR,1.13087258611491
2004,EUR,1.24333634581754
2005,EUR,1.24477464876466
2006,EUR,1.2556664772881
2007,EUR,1.37064223018915
2008,EUR,1.47059295917445
2009,EUR,1.39327212071761
2010,EUR,1.32679961308882
2011,EUR,1.39170800196272
2012,EUR,1.28560417464573
2013,EUR,1.3281377675126
2014,EUR,1.3288398293771
2015,EUR,1.10962823469476
2016,EUR,1.10659630370659
2017,EUR,1.12928557747558
2018,EUR,1.18148698224101
2019,EUR,1.11959518222543
2020,EUR,1.14128301040197
2021,EUR,1.1835282257258
2022,EUR,1.05387773359464
2023,EUR,1.08832158995995
2024,EUR,1.0938850824325
2025,EUR,1.09745783742468
2026,EUR,1.09937723386978
2027,EUR,1.09525121761666
2028,EUR,1.09092355206329
1980,FJD,1.22232645403377
1981,FJD,1.17045454545455
1982,FJD,1.07213930348259
1983,FJD,0.983831851253031
1984,FJD,0.923968139029689
1985,FJD,0.866760168302945
1986,FJD,0.883133291219204
1987,FJD,0.804032766225583
1988,FJD,0.698837209302326
1989,FJD,0.67421052631579
1990,FJD,0.675058275058275
1991,FJD,0.678119349005425
1992,FJD,0.665196471531676
1993,FJD,0.648846576345661
1994,FJD,0.682901554404145
1995,FJD,0.710859427048634
1996,FJD,0.712696941612604
1997,FJD,0.692519083969466
1998,FJD,0.503365114974762
1999,FJD,0.507722007722008
2000,FJD,0.469739891836209
2001,FJD,0.439179286761114
2002,FJD,0.457273768613975
2003,FJD,0.527544154751892
2004,FJD,0.576953125
2005,FJD,0.591321713870734
2006,FJD,0.577590651314659
2007,FJD,0.620875420875421
2008,FJD,0.627425189082539
2009,FJD,0.510687273923052
2010,FJD,0.52129941771376
2011,FJD,0.558374249863612
2012,FJD,0.55875860277886
2013,FJD,0.543072505384063
2014,FJD,0.529835278717138
2015,FJD,0.476684992873142
2016,FJD,0.477389367676963
2017,FJD,0.483777677361048
2018,FJD,0.479014676851772
2019,FJD,0.462846454684577
2020,FJD,0.461042338499948
2021,FJD,0.482948171415751
2022,FJD,0.454255222110736
2023,FJD,0.447684809098294
2024,FJD,0.444494080857717
2025,FJD,0.44390004899559
2026,FJD,0.441271303546753
2027,FJD,0.437214470922336
2028,FJD,0.433470666744038
1980,GBP,2.3260240889723
1981,GBP,2.02750618406819
1982,GBP,1.75031129743766
